#size(cm)    E(eV)        Qabs         Qsca         g(cos)       
2.512000e-05 1.391049e-03 4.335000e-05 1.596000e-11 1.590000e-06 
2.512000e-05 1.473546e-03 4.864000e-05 2.010000e-11 1.780000e-06 
2.512000e-05 1.560924e-03 5.458000e-05 2.530000e-11 2.000000e-06 
2.512000e-05 1.653343e-03 6.125000e-05 3.185000e-11 2.240000e-06 
2.512000e-05 1.751437e-03 6.873000e-05 4.010000e-11 2.520000e-06 
2.512000e-05 1.855218e-03 7.713000e-05 5.048000e-11 2.820000e-06 
2.512000e-05 1.964884e-03 8.655000e-05 6.356000e-11 3.170000e-06 
2.512000e-05 2.081319e-03 9.712000e-05 8.002000e-11 3.550000e-06 
2.512000e-05 2.204947e-03 1.090000e-04 1.007000e-10 3.990000e-06 
2.512000e-05 2.335359e-03 1.223000e-04 1.268000e-10 4.470000e-06 
2.512000e-05 2.473747e-03 1.372000e-04 1.597000e-10 5.020000e-06 
2.512000e-05 2.620122e-03 1.540000e-04 2.010000e-10 5.630000e-06 
2.512000e-05 2.775558e-03 1.729000e-04 2.531000e-10 6.310000e-06 
2.512000e-05 2.940104e-03 1.941000e-04 3.186000e-10 7.080000e-06 
2.512000e-05 3.114398e-03 2.178000e-04 4.011000e-10 7.940000e-06 
2.512000e-05 3.299207e-03 2.445000e-04 5.050000e-10 8.910000e-06 
2.512000e-05 3.494481e-03 2.744000e-04 6.359000e-10 9.990000e-06 
2.512000e-05 3.701021e-03 3.081000e-04 8.006000e-10 1.120000e-05 
2.512000e-05 3.921069e-03 3.460000e-04 1.008000e-09 1.260000e-05 
2.512000e-05 4.153574e-03 3.885000e-04 1.269000e-09 1.410000e-05 
2.512000e-05 4.399723e-03 4.361000e-04 1.598000e-09 1.580000e-05 
2.512000e-05 4.659308e-03 4.897000e-04 2.012000e-09 1.770000e-05 
2.512000e-05 4.935676e-03 5.499000e-04 2.533000e-09 1.990000e-05 
2.512000e-05 5.229194e-03 6.178000e-04 3.190000e-09 2.230000e-05 
2.512000e-05 5.537481e-03 6.941000e-04 4.016000e-09 2.490000e-05 
2.512000e-05 5.867685e-03 7.799000e-04 5.057000e-09 2.790000e-05 
2.512000e-05 6.214747e-03 8.765000e-04 6.367000e-09 3.130000e-05 
2.512000e-05 6.580902e-03 9.848000e-04 8.018000e-09 3.510000e-05 
2.512000e-05 6.973239e-03 1.107000e-03 1.010000e-08 3.930000e-05 
2.512000e-05 7.384407e-03 1.244000e-03 1.271000e-08 4.400000e-05 
2.512000e-05 7.822347e-03 1.399000e-03 1.601000e-08 4.920000e-05 
2.512000e-05 8.287713e-03 1.574000e-03 2.017000e-08 5.510000e-05 
2.512000e-05 8.774536e-03 1.771000e-03 2.540000e-08 6.160000e-05 
2.512000e-05 9.294167e-03 1.993000e-03 3.199000e-08 6.890000e-05 
2.512000e-05 9.847831e-03 2.244000e-03 4.029000e-08 7.700000e-05 
2.512000e-05 1.042760e-02 2.527000e-03 5.075000e-08 8.600000e-05 
2.512000e-05 1.105028e-02 2.846000e-03 6.393000e-08 9.600000e-05 
2.512000e-05 1.170767e-02 3.209000e-03 8.052000e-08 1.070000e-04 
2.512000e-05 1.239842e-02 3.618000e-03 1.014000e-07 1.190000e-04 
2.512000e-05 1.313253e-02 4.083000e-03 1.278000e-07 1.330000e-04 
2.512000e-05 1.391049e-02 4.609000e-03 1.609000e-07 1.480000e-04 
2.512000e-05 1.473546e-02 5.205000e-03 2.027000e-07 1.640000e-04 
2.512000e-05 1.560924e-02 5.882000e-03 2.553000e-07 1.820000e-04 
2.512000e-05 1.653343e-02 6.645000e-03 3.216000e-07 2.010000e-04 
2.512000e-05 1.751437e-02 7.516000e-03 4.050000e-07 2.220000e-04 
2.512000e-05 1.855218e-02 8.505000e-03 5.098000e-07 2.450000e-04 
2.512000e-05 1.964884e-02 9.624000e-03 6.418000e-07 2.700000e-04 
2.512000e-05 2.081319e-02 1.089000e-02 8.076000e-07 2.960000e-04 
2.512000e-05 2.204947e-02 1.232000e-02 1.016000e-06 3.240000e-04 
2.512000e-05 2.335359e-02 1.393000e-02 1.277000e-06 3.540000e-04 
2.512000e-05 2.473747e-02 1.574000e-02 1.605000e-06 3.860000e-04 
2.512000e-05 2.620122e-02 1.778000e-02 2.015000e-06 4.200000e-04 
2.512000e-05 2.775558e-02 2.007000e-02 2.529000e-06 4.560000e-04 
2.512000e-05 2.940104e-02 2.265000e-02 3.172000e-06 4.940000e-04 
2.512000e-05 3.114398e-02 2.550000e-02 3.969000e-06 5.340000e-04 
2.512000e-05 3.299207e-02 2.864000e-02 4.964000e-06 5.770000e-04 
2.512000e-05 3.494481e-02 3.201000e-02 6.224000e-06 6.260000e-04 
2.512000e-05 3.701021e-02 3.584000e-02 7.803000e-06 6.770000e-04 
2.512000e-05 3.921069e-02 4.039000e-02 9.777000e-06 7.290000e-04 
2.512000e-05 4.153574e-02 4.563000e-02 1.223000e-05 7.820000e-04 
2.512000e-05 4.399723e-02 5.147000e-02 1.525000e-05 8.380000e-04 
2.512000e-05 4.659308e-02 5.819000e-02 1.901000e-05 8.970000e-04 
2.512000e-05 4.935676e-02 6.599000e-02 2.372000e-05 9.570000e-04 
2.512000e-05 5.229194e-02 7.463000e-02 2.932000e-05 1.020000e-03 
2.512000e-05 5.537481e-02 8.475000e-02 3.625000e-05 1.090000e-03 
2.512000e-05 5.867685e-02 9.647000e-02 4.419000e-05 1.160000e-03 
2.512000e-05 6.214747e-02 1.104000e-01 5.327000e-05 1.230000e-03 
2.512000e-05 6.580902e-02 1.228000e-01 5.952000e-05 1.320000e-03 
2.512000e-05 6.973239e-02 1.232000e-01 6.112000e-05 1.490000e-03 
2.512000e-05 7.384407e-02 1.122000e-01 6.180000e-05 1.740000e-03 
2.512000e-05 7.822347e-02 9.600000e-02 6.731000e-05 2.050000e-03 
2.512000e-05 8.287713e-02 8.156000e-02 8.361000e-05 2.450000e-03 
2.512000e-05 8.774536e-02 7.368000e-02 1.202000e-04 2.970000e-03 
2.512000e-05 9.294167e-02 8.835000e-02 1.856000e-04 3.480000e-03 
2.512000e-05 9.847831e-02 1.170000e-01 2.677000e-04 3.760000e-03 
2.512000e-05 1.042760e-01 1.557000e-01 3.697000e-04 3.830000e-03 
2.512000e-05 1.105028e-01 2.024000e-01 4.899000e-04 3.810000e-03 
2.512000e-05 1.170767e-01 2.670000e-01 6.460000e-04 3.700000e-03 
2.512000e-05 1.239842e-01 3.226000e-01 7.176000e-04 3.810000e-03 
2.512000e-05 1.313253e-01 3.576000e-01 7.172000e-04 4.070000e-03 
2.512000e-05 1.391049e-01 2.643000e-01 3.799000e-04 4.800000e-03 
2.512000e-05 1.473546e-01 1.710000e-01 1.901000e-04 5.690000e-03 
2.512000e-05 1.560924e-01 7.969000e-02 9.434000e-05 6.720000e-03 
2.512000e-05 1.653343e-01 3.567000e-02 2.026000e-04 8.020000e-03 
2.512000e-05 1.751437e-01 2.825000e-02 4.062000e-04 9.400000e-03 
2.512000e-05 1.855218e-01 2.813000e-02 6.429000e-04 1.080000e-02 
2.512000e-05 1.964884e-01 2.812000e-02 9.274000e-04 1.240000e-02 
2.512000e-05 2.081319e-01 2.764000e-02 1.286000e-03 1.410000e-02 
2.512000e-05 2.204947e-01 2.737000e-02 1.742000e-03 1.600000e-02 
2.512000e-05 2.335359e-01 2.754000e-02 2.325000e-03 1.810000e-02 
2.512000e-05 2.473747e-01 2.811000e-02 3.069000e-03 2.040000e-02 
2.512000e-05 2.620122e-01 2.906000e-02 4.014000e-03 2.300000e-02 
2.512000e-05 2.775558e-01 3.027000e-02 5.215000e-03 2.600000e-02 
2.512000e-05 2.940104e-01 3.173000e-02 6.737000e-03 2.920000e-02 
2.512000e-05 3.114398e-01 3.327000e-02 8.665000e-03 3.290000e-02 
2.512000e-05 3.299207e-01 3.488000e-02 1.111000e-02 3.700000e-02 
2.512000e-05 3.494481e-01 3.665000e-02 1.421000e-02 4.150000e-02 
2.512000e-05 3.701021e-01 3.854000e-02 1.813000e-02 4.670000e-02 
2.512000e-05 3.921069e-01 4.041000e-02 2.310000e-02 5.240000e-02 
2.512000e-05 4.153574e-01 4.254000e-02 2.941000e-02 5.880000e-02 
2.512000e-05 4.399723e-01 4.499000e-02 3.741000e-02 6.600000e-02 
2.512000e-05 4.659308e-01 4.772000e-02 4.753000e-02 7.420000e-02 
2.512000e-05 4.935676e-01 5.078000e-02 6.029000e-02 8.330000e-02 
2.512000e-05 5.229194e-01 5.425000e-02 7.638000e-02 9.350000e-02 
2.512000e-05 5.537481e-01 5.808000e-02 9.660000e-02 1.050000e-01 
2.512000e-05 5.867685e-01 6.238000e-02 1.219000e-01 1.180000e-01 
2.512000e-05 6.214747e-01 6.719000e-02 1.534000e-01 1.330000e-01 
2.512000e-05 6.580902e-01 7.253000e-02 1.925000e-01 1.500000e-01 
2.512000e-05 6.973239e-01 7.851000e-02 2.406000e-01 1.700000e-01 
2.512000e-05 7.384407e-01 8.533000e-02 2.989000e-01 1.930000e-01 
2.512000e-05 7.822347e-01 9.307000e-02 3.686000e-01 2.190000e-01 
2.512000e-05 8.287713e-01 1.017000e-01 4.510000e-01 2.500000e-01 
2.512000e-05 8.774536e-01 1.116000e-01 5.469000e-01 2.870000e-01 
2.512000e-05 9.294167e-01 1.231000e-01 6.572000e-01 3.310000e-01 
2.512000e-05 9.847831e-01 1.370000e-01 7.839000e-01 3.820000e-01 
2.512000e-05 1.042760e+00 1.551000e-01 9.333000e-01 4.410000e-01 
2.512000e-05 1.105028e+00 1.781000e-01 1.117000e+00 5.020000e-01 
2.512000e-05 1.170767e+00 2.064000e-01 1.353000e+00 5.560000e-01 
2.512000e-05 1.239842e+00 2.370000e-01 1.654000e+00 5.900000e-01 
2.512000e-05 1.313253e+00 2.610000e-01 1.992000e+00 5.990000e-01 
2.512000e-05 1.391049e+00 2.694000e-01 2.282000e+00 5.880000e-01 
2.512000e-05 1.473546e+00 2.653000e-01 2.460000e+00 5.760000e-01 
2.512000e-05 1.560924e+00 2.638000e-01 2.559000e+00 5.760000e-01 
2.512000e-05 1.653343e+00 2.806000e-01 2.675000e+00 5.960000e-01 
2.512000e-05 1.751437e+00 3.256000e-01 2.918000e+00 6.350000e-01 
2.512000e-05 1.855218e+00 3.863000e-01 3.333000e+00 6.780000e-01 
2.512000e-05 1.964884e+00 4.103000e-01 3.679000e+00 7.000000e-01 
2.512000e-05 2.081319e+00 3.906000e-01 3.683000e+00 6.930000e-01 
2.512000e-05 2.204947e+00 3.869000e-01 3.539000e+00 6.710000e-01 
2.512000e-05 2.335359e+00 4.454000e-01 3.578000e+00 6.610000e-01 
2.512000e-05 2.473747e+00 5.274000e-01 3.887000e+00 6.860000e-01 
2.512000e-05 2.620122e+00 4.967000e-01 3.747000e+00 7.020000e-01 
2.512000e-05 2.775558e+00 4.871000e-01 3.281000e+00 6.770000e-01 
2.512000e-05 2.940104e+00 5.944000e-01 3.094000e+00 6.260000e-01 
2.512000e-05 3.114398e+00 6.054000e-01 3.021000e+00 6.370000e-01 
2.512000e-05 3.299207e+00 5.582000e-01 2.433000e+00 6.100000e-01 
2.512000e-05 3.494481e+00 7.024000e-01 2.025000e+00 5.220000e-01 
2.512000e-05 3.701021e+00 6.481000e-01 1.840000e+00 5.130000e-01 
2.512000e-05 3.921069e+00 6.551000e-01 1.370000e+00 4.420000e-01 
2.512000e-05 4.153574e+00 7.211000e-01 1.332000e+00 4.900000e-01 
2.512000e-05 4.399723e+00 6.914000e-01 1.359000e+00 5.380000e-01 
2.512000e-05 4.659308e+00 7.101000e-01 1.574000e+00 6.770000e-01 
2.512000e-05 4.935676e+00 7.545000e-01 1.862000e+00 7.460000e-01 
2.512000e-05 5.229194e+00 7.466000e-01 2.284000e+00 7.860000e-01 
2.512000e-05 5.537481e+00 6.897000e-01 2.154000e+00 7.990000e-01 
2.512000e-05 5.867685e+00 8.887000e-01 1.584000e+00 7.800000e-01 
2.512000e-05 6.214747e+00 1.026000e+00 1.252000e+00 7.660000e-01 
2.512000e-05 6.580902e+00 1.126000e+00 1.329000e+00 8.350000e-01 
2.512000e-05 6.973239e+00 1.164000e+00 1.315000e+00 8.700000e-01 
2.512000e-05 7.384407e+00 1.148000e+00 1.257000e+00 8.650000e-01 
2.512000e-05 7.822347e+00 1.115000e+00 1.283000e+00 8.560000e-01 
2.512000e-05 8.287713e+00 1.073000e+00 1.314000e+00 8.380000e-01 
2.512000e-05 8.774536e+00 1.084000e+00 1.293000e+00 8.560000e-01 
2.512000e-05 9.294167e+00 1.081000e+00 1.280000e+00 8.630000e-01 
2.512000e-05 9.847831e+00 1.069000e+00 1.280000e+00 8.640000e-01 
2.512000e-05 1.042760e+01 1.049000e+00 1.292000e+00 8.590000e-01 
2.512000e-05 1.105028e+01 1.037000e+00 1.293000e+00 8.600000e-01 
2.512000e-05 1.170767e+01 1.011000e+00 1.315000e+00 8.510000e-01 
2.512000e-05 1.239842e+01 9.916000e-01 1.324000e+00 8.490000e-01 
2.512000e-05 1.313253e+01 9.756000e-01 1.327000e+00 8.500000e-01 
2.512000e-05 1.391049e+01 9.675000e-01 1.313000e+00 8.580000e-01 
2.512000e-05 1.473546e+01 9.558000e-01 1.316000e+00 8.570000e-01 
2.512000e-05 1.560924e+01 9.274000e-01 1.334000e+00 8.500000e-01 
2.512000e-05 1.653343e+01 8.921000e-01 1.354000e+00 8.430000e-01 
2.512000e-05 1.751437e+01 8.595000e-01 1.367000e+00 8.390000e-01 
2.512000e-05 1.855218e+01 8.208000e-01 1.383000e+00 8.350000e-01 
2.512000e-05 1.964884e+01 7.783000e-01 1.396000e+00 8.330000e-01 
2.512000e-05 2.081319e+01 7.795000e-01 1.353000e+00 8.610000e-01 
2.512000e-05 2.204947e+01 8.533000e-01 1.250000e+00 9.090000e-01 
2.512000e-05 2.335359e+01 8.818000e-01 1.207000e+00 9.260000e-01 
2.512000e-05 2.473747e+01 8.991000e-01 1.179000e+00 9.380000e-01 
2.512000e-05 2.620122e+01 9.097000e-01 1.160000e+00 9.460000e-01 
2.512000e-05 2.775558e+01 9.166000e-01 1.145000e+00 9.520000e-01 
2.512000e-05 2.940104e+01 9.212000e-01 1.134000e+00 9.570000e-01 
2.512000e-05 3.114398e+01 9.242000e-01 1.124000e+00 9.610000e-01 
2.512000e-05 3.299207e+01 9.263000e-01 1.116000e+00 9.650000e-01 
2.512000e-05 3.494481e+01 9.278000e-01 1.108000e+00 9.680000e-01 
2.512000e-05 3.701021e+01 9.290000e-01 1.101000e+00 9.710000e-01 
2.512000e-05 3.921069e+01 9.299000e-01 1.095000e+00 9.740000e-01 
2.512000e-05 4.153574e+01 9.308000e-01 1.088000e+00 9.760000e-01 
2.512000e-05 4.399723e+01 9.316000e-01 1.082000e+00 9.790000e-01 
2.512000e-05 4.659308e+01 9.326000e-01 1.076000e+00 9.810000e-01 
2.512000e-05 4.935676e+01 9.339000e-01 1.069000e+00 9.830000e-01 
2.512000e-05 5.229194e+01 9.359000e-01 1.062000e+00 9.860000e-01 
2.512000e-05 5.537481e+01 9.400000e-01 1.054000e+00 9.880000e-01 
2.512000e-05 5.867685e+01 9.416000e-01 1.049000e+00 9.890000e-01 
2.512000e-05 6.214747e+01 9.448000e-01 1.041000e+00 9.910000e-01 
2.512000e-05 6.580902e+01 9.517000e-01 1.034000e+00 9.920000e-01 
2.512000e-05 6.973239e+01 9.490000e-01 1.035000e+00 9.920000e-01 
2.512000e-05 7.384407e+01 9.488000e-01 1.033000e+00 9.930000e-01 
2.512000e-05 7.822347e+01 9.493000e-01 1.031000e+00 9.940000e-01 
2.512000e-05 8.287713e+01 9.497000e-01 1.030000e+00 9.950000e-01 
2.512000e-05 8.774536e+01 9.504000e-01 1.028000e+00 9.960000e-01 
2.512000e-05 9.294167e+01 9.545000e-01 1.024000e+00 9.960000e-01 
2.512000e-05 9.847831e+01 9.549000e-01 1.024000e+00 9.970000e-01 
2.512000e-05 1.042760e+02 9.531000e-01 1.028000e+00 9.970000e-01 
2.512000e-05 1.105028e+02 9.534000e-01 1.030000e+00 9.980000e-01 
2.512000e-05 1.170767e+02 9.692000e-01 1.002000e+00 9.980000e-01 
2.512000e-05 1.239842e+02 9.613000e-01 1.020000e+00 9.980000e-01 
2.512000e-05 1.313253e+02 9.579000e-01 1.027000e+00 9.980000e-01 
2.512000e-05 1.391049e+02 9.549000e-01 1.034000e+00 9.980000e-01 
2.512000e-05 1.473546e+02 9.518000e-01 1.043000e+00 9.990000e-01 
2.512000e-05 1.560924e+02 9.481000e-01 1.054000e+00 9.990000e-01 
2.512000e-05 1.653343e+02 9.441000e-01 1.069000e+00 9.990000e-01 
2.512000e-05 1.751437e+02 9.448000e-01 1.071000e+00 9.990000e-01 
2.512000e-05 1.855218e+02 9.384000e-01 1.090000e+00 9.990000e-01 
2.512000e-05 1.964884e+02 9.307000e-01 1.114000e+00 9.990000e-01 
2.512000e-05 2.081319e+02 9.214000e-01 1.146000e+00 9.990000e-01 
2.512000e-05 2.204947e+02 9.096000e-01 1.187000e+00 9.990000e-01 
2.512000e-05 2.335359e+02 8.953000e-01 1.237000e+00 1.000000e+00 
2.512000e-05 2.473747e+02 8.784000e-01 1.297000e+00 1.000000e+00 
2.512000e-05 2.620122e+02 8.583000e-01 1.365000e+00 1.000000e+00 
2.512000e-05 2.775558e+02 8.349000e-01 1.441000e+00 1.000000e+00 
2.512000e-05 2.940104e+02 8.081000e-01 1.519000e+00 1.000000e+00 
2.512000e-05 3.114398e+02 7.780000e-01 1.596000e+00 1.000000e+00 
2.512000e-05 3.299207e+02 7.446000e-01 1.667000e+00 1.000000e+00 
2.512000e-05 3.494481e+02 7.083000e-01 1.727000e+00 1.000000e+00 
2.512000e-05 3.701021e+02 6.695000e-01 1.771000e+00 1.000000e+00 
2.512000e-05 3.921069e+02 6.290000e-01 1.793000e+00 1.000000e+00 
2.512000e-05 4.153574e+02 5.879000e-01 1.791000e+00 1.000000e+00 
2.512000e-05 4.399723e+02 5.442000e-01 1.758000e+00 1.000000e+00 
2.512000e-05 4.659308e+02 4.990000e-01 1.690000e+00 1.000000e+00 
2.512000e-05 4.935676e+02 4.563000e-01 1.551000e+00 1.000000e+00 
2.512000e-05 5.229194e+02 4.150000e-01 1.092000e+00 1.000000e+00 
2.512000e-05 5.537481e+02 6.991000e-01 1.019000e+00 1.000000e+00 
2.512000e-05 5.867685e+02 6.617000e-01 1.097000e+00 1.000000e+00 
2.512000e-05 6.214747e+02 6.210000e-01 1.123000e+00 1.000000e+00 
2.512000e-05 6.580902e+02 5.781000e-01 1.093000e+00 1.000000e+00 
2.512000e-05 6.973239e+02 5.338000e-01 1.018000e+00 1.000000e+00 
2.512000e-05 7.384407e+02 4.891000e-01 7.162000e-01 1.000000e+00 
2.512000e-05 7.822347e+02 6.474000e-01 8.573000e-01 1.000000e+00 
2.512000e-05 8.287713e+02 6.021000e-01 1.014000e+00 1.000000e+00 
2.512000e-05 8.774536e+02 5.921000e-01 1.026000e+00 1.000000e+00 
2.512000e-05 9.294167e+02 5.473000e-01 1.021000e+00 1.000000e+00 
2.512000e-05 9.847831e+02 5.022000e-01 1.002000e+00 1.000000e+00 
2.512000e-05 1.042760e+03 4.577000e-01 9.737000e-01 1.000000e+00 
2.512000e-05 1.105028e+03 4.127000e-01 9.348000e-01 1.000000e+00 
2.512000e-05 1.170767e+03 3.699000e-01 8.850000e-01 1.000000e+00 
2.512000e-05 1.239842e+03 3.288000e-01 8.188000e-01 1.000000e+00 

3.981000e-05 1.239842e-03 5.456000e-05 6.355000e-11 3.170000e-06 
3.981000e-05 1.313253e-03 6.123000e-05 8.000000e-11 3.560000e-06 
3.981000e-05 1.391049e-03 6.870000e-05 1.007000e-10 3.990000e-06 
3.981000e-05 1.473546e-03 7.709000e-05 1.268000e-10 4.480000e-06 
3.981000e-05 1.560924e-03 8.651000e-05 1.596000e-10 5.020000e-06 
3.981000e-05 1.653343e-03 9.708000e-05 2.010000e-10 5.630000e-06 
3.981000e-05 1.751437e-03 1.089000e-04 2.530000e-10 6.320000e-06 
3.981000e-05 1.855218e-03 1.222000e-04 3.185000e-10 7.090000e-06 
3.981000e-05 1.964884e-03 1.372000e-04 4.010000e-10 7.960000e-06 
3.981000e-05 2.081319e-03 1.539000e-04 5.049000e-10 8.920000e-06 
3.981000e-05 2.204947e-03 1.727000e-04 6.356000e-10 1.000000e-05 
3.981000e-05 2.335359e-03 1.938000e-04 8.002000e-10 1.120000e-05 
3.981000e-05 2.473747e-03 2.175000e-04 1.008000e-09 1.260000e-05 
3.981000e-05 2.620122e-03 2.441000e-04 1.268000e-09 1.410000e-05 
3.981000e-05 2.775558e-03 2.740000e-04 1.597000e-09 1.590000e-05 
3.981000e-05 2.940104e-03 3.076000e-04 2.010000e-09 1.780000e-05 
3.981000e-05 3.114398e-03 3.453000e-04 2.531000e-09 1.990000e-05 
3.981000e-05 3.299207e-03 3.875000e-04 3.187000e-09 2.240000e-05 
3.981000e-05 3.494481e-03 4.349000e-04 4.012000e-09 2.510000e-05 
3.981000e-05 3.701021e-03 4.884000e-04 5.051000e-09 2.810000e-05 
3.981000e-05 3.921069e-03 5.484000e-04 6.360000e-09 3.150000e-05 
3.981000e-05 4.153574e-03 6.158000e-04 8.007000e-09 3.540000e-05 
3.981000e-05 4.399723e-03 6.913000e-04 1.008000e-08 3.970000e-05 
3.981000e-05 4.659308e-03 7.763000e-04 1.270000e-08 4.450000e-05 
3.981000e-05 4.935676e-03 8.718000e-04 1.599000e-08 4.990000e-05 
3.981000e-05 5.229194e-03 9.793000e-04 2.013000e-08 5.590000e-05 
3.981000e-05 5.537481e-03 1.100000e-03 2.534000e-08 6.260000e-05 
3.981000e-05 5.867685e-03 1.236000e-03 3.191000e-08 7.020000e-05 
3.981000e-05 6.214747e-03 1.390000e-03 4.018000e-08 7.860000e-05 
3.981000e-05 6.580902e-03 1.561000e-03 5.059000e-08 8.810000e-05 
3.981000e-05 6.973239e-03 1.755000e-03 6.371000e-08 9.860000e-05 
3.981000e-05 7.384407e-03 1.973000e-03 8.023000e-08 1.100000e-04 
3.981000e-05 7.822347e-03 2.219000e-03 1.010000e-07 1.240000e-04 
3.981000e-05 8.287713e-03 2.496000e-03 1.273000e-07 1.380000e-04 
3.981000e-05 8.774536e-03 2.809000e-03 1.603000e-07 1.550000e-04 
3.981000e-05 9.294167e-03 3.161000e-03 2.019000e-07 1.730000e-04 
3.981000e-05 9.847831e-03 3.559000e-03 2.543000e-07 1.930000e-04 
3.981000e-05 1.042760e-02 4.009000e-03 3.203000e-07 2.160000e-04 
3.981000e-05 1.105028e-02 4.515000e-03 4.035000e-07 2.410000e-04 
3.981000e-05 1.170767e-02 5.091000e-03 5.082000e-07 2.690000e-04 
3.981000e-05 1.239842e-02 5.741000e-03 6.402000e-07 3.000000e-04 
3.981000e-05 1.313253e-02 6.480000e-03 8.064000e-07 3.340000e-04 
3.981000e-05 1.391049e-02 7.315000e-03 1.016000e-06 3.710000e-04 
3.981000e-05 1.473546e-02 8.263000e-03 1.280000e-06 4.120000e-04 
3.981000e-05 1.560924e-02 9.340000e-03 1.612000e-06 4.570000e-04 
3.981000e-05 1.653343e-02 1.055000e-02 2.030000e-06 5.060000e-04 
3.981000e-05 1.751437e-02 1.194000e-02 2.557000e-06 5.590000e-04 
3.981000e-05 1.855218e-02 1.351000e-02 3.219000e-06 6.160000e-04 
3.981000e-05 1.964884e-02 1.529000e-02 4.053000e-06 6.780000e-04 
3.981000e-05 2.081319e-02 1.730000e-02 5.100000e-06 7.440000e-04 
3.981000e-05 2.204947e-02 1.959000e-02 6.416000e-06 8.150000e-04 
3.981000e-05 2.335359e-02 2.216000e-02 8.066000e-06 8.900000e-04 
3.981000e-05 2.473747e-02 2.504000e-02 1.014000e-05 9.700000e-04 
3.981000e-05 2.620122e-02 2.830000e-02 1.273000e-05 1.050000e-03 
3.981000e-05 2.775558e-02 3.196000e-02 1.598000e-05 1.140000e-03 
3.981000e-05 2.940104e-02 3.607000e-02 2.005000e-05 1.240000e-03 
3.981000e-05 3.114398e-02 4.063000e-02 2.509000e-05 1.340000e-03 
3.981000e-05 3.299207e-02 4.566000e-02 3.139000e-05 1.450000e-03 
3.981000e-05 3.494481e-02 5.105000e-02 3.936000e-05 1.570000e-03 
3.981000e-05 3.701021e-02 5.720000e-02 4.936000e-05 1.700000e-03 
3.981000e-05 3.921069e-02 6.449000e-02 6.187000e-05 1.830000e-03 
3.981000e-05 4.153574e-02 7.289000e-02 7.742000e-05 1.960000e-03 
3.981000e-05 4.399723e-02 8.227000e-02 9.653000e-05 2.100000e-03 
3.981000e-05 4.659308e-02 9.306000e-02 1.204000e-04 2.250000e-03 
3.981000e-05 4.935676e-02 1.056000e-01 1.503000e-04 2.400000e-03 
3.981000e-05 5.229194e-02 1.195000e-01 1.858000e-04 2.560000e-03 
3.981000e-05 5.537481e-02 1.358000e-01 2.298000e-04 2.730000e-03 
3.981000e-05 5.867685e-02 1.546000e-01 2.802000e-04 2.900000e-03 
3.981000e-05 6.214747e-02 1.770000e-01 3.377000e-04 3.080000e-03 
3.981000e-05 6.580902e-02 1.966000e-01 3.772000e-04 3.320000e-03 
3.981000e-05 6.973239e-02 1.973000e-01 3.871000e-04 3.740000e-03 
3.981000e-05 7.384407e-02 1.797000e-01 3.913000e-04 4.350000e-03 
3.981000e-05 7.822347e-02 1.540000e-01 4.262000e-04 5.140000e-03 
3.981000e-05 8.287713e-02 1.312000e-01 5.301000e-04 6.140000e-03 
3.981000e-05 8.774536e-02 1.190000e-01 7.635000e-04 7.450000e-03 
3.981000e-05 9.294167e-02 1.435000e-01 1.182000e-03 8.710000e-03 
3.981000e-05 9.847831e-02 1.907000e-01 1.708000e-03 9.410000e-03 
3.981000e-05 1.042760e-01 2.542000e-01 2.360000e-03 9.580000e-03 
3.981000e-05 1.105028e-01 3.304000e-01 3.126000e-03 9.510000e-03 
3.981000e-05 1.170767e-01 4.344000e-01 4.113000e-03 9.250000e-03 
3.981000e-05 1.239842e-01 5.205000e-01 4.533000e-03 9.560000e-03 
3.981000e-05 1.313253e-01 5.701000e-01 4.476000e-03 1.030000e-02 
3.981000e-05 1.391049e-01 4.179000e-01 2.347000e-03 1.210000e-02 
3.981000e-05 1.473546e-01 2.712000e-01 1.175000e-03 1.440000e-02 
3.981000e-05 1.560924e-01 1.274000e-01 5.855000e-04 1.690000e-02 
3.981000e-05 1.653343e-01 5.771000e-02 1.267000e-03 2.010000e-02 
3.981000e-05 1.751437e-01 4.618000e-02 2.555000e-03 2.350000e-02 
3.981000e-05 1.855218e-01 4.637000e-02 4.057000e-03 2.710000e-02 
3.981000e-05 1.964884e-01 4.672000e-02 5.868000e-03 3.090000e-02 
3.981000e-05 2.081319e-01 4.631000e-02 8.154000e-03 3.510000e-02 
3.981000e-05 2.204947e-01 4.626000e-02 1.107000e-02 3.980000e-02 
3.981000e-05 2.335359e-01 4.699000e-02 1.481000e-02 4.510000e-02 
3.981000e-05 2.473747e-01 4.846000e-02 1.959000e-02 5.090000e-02 
3.981000e-05 2.620122e-01 5.063000e-02 2.567000e-02 5.740000e-02 
3.981000e-05 2.775558e-01 5.335000e-02 3.341000e-02 6.470000e-02 
3.981000e-05 2.940104e-01 5.661000e-02 4.320000e-02 7.290000e-02 
3.981000e-05 3.114398e-01 6.011000e-02 5.559000e-02 8.210000e-02 
3.981000e-05 3.299207e-01 6.385000e-02 7.126000e-02 9.240000e-02 
3.981000e-05 3.494481e-01 6.803000e-02 9.099000e-02 1.040000e-01 
3.981000e-05 3.701021e-01 7.257000e-02 1.157000e-01 1.170000e-01 
3.981000e-05 3.921069e-01 7.719000e-02 1.466000e-01 1.320000e-01 
