#size(cm)    E(eV)        Qabs         Qsca         g(cos)       
3.981000e-07 8.774536e-02 1.153000e-03 7.545000e-12 7.480000e-07 
3.981000e-07 9.294167e-02 1.377000e-03 1.163000e-11 8.760000e-07 
3.981000e-07 9.847831e-02 1.818000e-03 1.676000e-11 9.480000e-07 
3.981000e-07 1.042760e-01 2.416000e-03 2.312000e-11 9.670000e-07 
3.981000e-07 1.105028e-01 3.141000e-03 3.063000e-11 9.620000e-07 
3.981000e-07 1.170767e-01 4.148000e-03 4.042000e-11 9.340000e-07 
3.981000e-07 1.239842e-01 5.035000e-03 4.510000e-11 9.590000e-07 
3.981000e-07 1.313253e-01 5.622000e-03 4.541000e-11 1.020000e-06 
3.981000e-07 1.391049e-01 4.182000e-03 2.424000e-11 1.200000e-06 
3.981000e-07 1.473546e-01 2.702000e-03 1.213000e-11 1.430000e-06 
3.981000e-07 1.560924e-01 1.191000e-03 6.386000e-12 2.970000e-06 
3.981000e-07 1.653343e-01 5.569000e-04 1.284000e-11 2.020000e-06 
3.981000e-07 1.751437e-01 4.381000e-04 2.565000e-11 2.370000e-06 
3.981000e-07 1.855218e-01 4.336000e-04 4.050000e-11 2.730000e-06 
3.981000e-07 1.964884e-01 4.308000e-04 5.830000e-11 3.120000e-06 
3.981000e-07 2.081319e-01 4.208000e-04 8.066000e-11 3.550000e-06 
3.981000e-07 2.204947e-01 4.139000e-04 1.091000e-10 4.030000e-06 
3.981000e-07 2.335359e-01 4.134000e-04 1.452000e-10 4.570000e-06 
3.981000e-07 2.473747e-01 4.187000e-04 1.913000e-10 5.170000e-06 
3.981000e-07 2.620122e-01 4.291000e-04 2.496000e-10 5.840000e-06 
3.981000e-07 2.775558e-01 4.426000e-04 3.235000e-10 6.580000e-06 
3.981000e-07 2.940104e-01 4.592000e-04 4.168000e-10 7.420000e-06 
3.981000e-07 3.114398e-01 4.759000e-04 5.346000e-10 8.360000e-06 
3.981000e-07 3.299207e-01 4.925000e-04 6.835000e-10 9.400000e-06 
3.981000e-07 3.494481e-01 5.103000e-04 8.714000e-10 1.060000e-05 
3.981000e-07 3.701021e-01 5.285000e-04 1.108000e-09 1.190000e-05 
3.981000e-07 3.921069e-01 5.448000e-04 1.407000e-09 1.340000e-05 
3.981000e-07 4.153574e-01 5.632000e-04 1.785000e-09 1.500000e-05 
3.981000e-07 4.399723e-01 5.836000e-04 2.263000e-09 1.690000e-05 
3.981000e-07 4.659308e-01 6.056000e-04 2.866000e-09 1.900000e-05 
3.981000e-07 4.935676e-01 6.294000e-04 3.625000e-09 2.130000e-05 
3.981000e-07 5.229194e-01 6.554000e-04 4.582000e-09 2.390000e-05 
3.981000e-07 5.537481e-01 6.827000e-04 5.788000e-09 2.690000e-05 
3.981000e-07 5.867685e-01 7.121000e-04 7.304000e-09 3.020000e-05 
3.981000e-07 6.214747e-01 7.436000e-04 9.216000e-09 3.390000e-05 
3.981000e-07 6.580902e-01 7.768000e-04 1.163000e-08 3.800000e-05 
3.981000e-07 6.973239e-01 8.126000e-04 1.466000e-08 4.270000e-05 
3.981000e-07 7.384407e-01 8.522000e-04 1.848000e-08 4.790000e-05 
3.981000e-07 7.822347e-01 8.955000e-04 2.328000e-08 5.370000e-05 
3.981000e-07 8.287713e-01 9.407000e-04 2.932000e-08 6.030000e-05 
3.981000e-07 8.774536e-01 9.882000e-04 3.693000e-08 6.760000e-05 
3.981000e-07 9.294167e-01 1.038000e-03 4.650000e-08 7.590000e-05 
3.981000e-07 9.847831e-01 1.091000e-03 5.855000e-08 8.520000e-05 
3.981000e-07 1.042760e+00 1.151000e-03 7.375000e-08 9.560000e-05 
3.981000e-07 1.105028e+00 1.214000e-03 9.288000e-08 1.070000e-04 
3.981000e-07 1.170767e+00 1.281000e-03 1.169000e-07 1.200000e-04 
3.981000e-07 1.239842e+00 1.352000e-03 1.472000e-07 1.350000e-04 
3.981000e-07 1.313253e+00 1.428000e-03 1.853000e-07 1.510000e-04 
3.981000e-07 1.391049e+00 1.508000e-03 2.333000e-07 1.700000e-04 
3.981000e-07 1.473546e+00 1.592000e-03 2.938000e-07 1.910000e-04 
3.981000e-07 1.560924e+00 1.681000e-03 3.701000e-07 2.140000e-04 
3.981000e-07 1.653343e+00 1.774000e-03 4.663000e-07 2.400000e-04 
3.981000e-07 1.751437e+00 1.872000e-03 5.877000e-07 2.700000e-04 
3.981000e-07 1.855218e+00 1.976000e-03 7.406000e-07 3.020000e-04 
3.981000e-07 1.964884e+00 2.087000e-03 9.340000e-07 3.400000e-04 
3.981000e-07 2.081319e+00 2.204000e-03 1.179000e-06 3.810000e-04 
3.981000e-07 2.204947e+00 2.328000e-03 1.488000e-06 4.280000e-04 
3.981000e-07 2.335359e+00 2.458000e-03 1.879000e-06 4.800000e-04 
3.981000e-07 2.473747e+00 2.596000e-03 2.375000e-06 5.390000e-04 
3.981000e-07 2.620122e+00 2.741000e-03 3.003000e-06 6.060000e-04 
3.981000e-07 2.775558e+00 2.893000e-03 3.802000e-06 6.810000e-04 
3.981000e-07 2.940104e+00 3.052000e-03 4.820000e-06 7.650000e-04 
3.981000e-07 3.114398e+00 3.218000e-03 6.114000e-06 8.590000e-04 
3.981000e-07 3.299207e+00 3.385000e-03 7.770000e-06 9.660000e-04 
3.981000e-07 3.494481e+00 3.561000e-03 9.893000e-06 1.090000e-03 
3.981000e-07 3.701021e+00 3.740000e-03 1.262000e-05 1.220000e-03 
3.981000e-07 3.921069e+00 3.924000e-03 1.613000e-05 1.380000e-03 
3.981000e-07 4.153574e+00 4.107000e-03 2.069000e-05 1.550000e-03 
3.981000e-07 4.399723e+00 4.290000e-03 2.662000e-05 1.750000e-03 
3.981000e-07 4.659308e+00 4.466000e-03 3.441000e-05 1.980000e-03 
3.981000e-07 4.935676e+00 4.629000e-03 4.471000e-05 2.230000e-03 
3.981000e-07 5.229194e+00 4.557000e-03 5.861000e-05 2.530000e-03 
3.981000e-07 5.537481e+00 5.000000e-03 7.810000e-05 2.880000e-03 
3.981000e-07 5.867685e+00 7.204000e-03 1.048000e-04 3.300000e-03 
3.981000e-07 6.214747e+00 1.023000e-02 1.411000e-04 3.770000e-03 
3.981000e-07 6.580902e+00 1.516000e-02 1.927000e-04 4.340000e-03 
3.981000e-07 6.973239e+00 2.350000e-02 2.646000e-04 5.000000e-03 
3.981000e-07 7.384407e+00 3.435000e-02 3.665000e-04 5.780000e-03 
3.981000e-07 7.822347e+00 4.981000e-02 5.282000e-04 6.780000e-03 
3.981000e-07 8.287713e+00 1.011000e-01 8.151000e-04 7.680000e-03 
3.981000e-07 8.774536e+00 1.813000e-01 9.181000e-04 6.900000e-03 
3.981000e-07 9.294167e+00 1.727000e-01 1.075000e-03 7.920000e-03 
3.981000e-07 9.847831e+00 1.919000e-01 1.363000e-03 8.750000e-03 
3.981000e-07 1.042760e+01 2.415000e-01 1.865000e-03 9.310000e-03 
3.981000e-07 1.105028e+01 2.818000e-01 2.375000e-03 9.990000e-03 
3.981000e-07 1.170767e+01 3.479000e-01 3.422000e-03 1.050000e-02 
3.981000e-07 1.239842e+01 4.466000e-01 4.562000e-03 1.050000e-02 
3.981000e-07 1.313253e+01 5.325000e-01 5.825000e-03 1.100000e-02 
3.981000e-07 1.391049e+01 5.968000e-01 6.677000e-03 1.190000e-02 
3.981000e-07 1.473546e+01 6.461000e-01 8.573000e-03 1.320000e-02 
3.981000e-07 1.560924e+01 7.653000e-01 1.181000e-02 1.390000e-02 
3.981000e-07 1.653343e+01 8.942000e-01 1.579000e-02 1.480000e-02 
3.981000e-07 1.751437e+01 9.597000e-01 1.916000e-02 1.630000e-02 
3.981000e-07 1.855218e+01 9.444000e-01 2.160000e-02 1.850000e-02 
3.981000e-07 1.964884e+01 7.708000e-01 2.000000e-02 2.150000e-02 
3.981000e-07 2.081319e+01 4.826000e-01 1.218000e-02 2.540000e-02 
3.981000e-07 2.204947e+01 3.937000e-01 7.852000e-03 2.960000e-02 
3.981000e-07 2.335359e+01 3.701000e-01 7.168000e-03 3.390000e-02 
3.981000e-07 2.473747e+01 3.538000e-01 6.981000e-03 3.850000e-02 
3.981000e-07 2.620122e+01 3.407000e-01 7.052000e-03 4.370000e-02 
3.981000e-07 2.775558e+01 3.290000e-01 7.263000e-03 4.950000e-02 
3.981000e-07 2.940104e+01 3.176000e-01 7.544000e-03 5.600000e-02 
3.981000e-07 3.114398e+01 3.061000e-01 7.863000e-03 6.330000e-02 
3.981000e-07 3.299207e+01 2.940000e-01 8.185000e-03 7.150000e-02 
3.981000e-07 3.494481e+01 2.816000e-01 8.499000e-03 8.080000e-02 
3.981000e-07 3.701021e+01 2.687000e-01 8.777000e-03 9.120000e-02 
3.981000e-07 3.921069e+01 2.553000e-01 9.000000e-03 1.030000e-01 
3.981000e-07 4.153574e+01 2.418000e-01 9.170000e-03 1.160000e-01 
3.981000e-07 4.399723e+01 2.279000e-01 9.254000e-03 1.310000e-01 
3.981000e-07 4.659308e+01 2.143000e-01 9.255000e-03 1.480000e-01 
3.981000e-07 4.935676e+01 2.006000e-01 9.133000e-03 1.670000e-01 
3.981000e-07 5.229194e+01 1.872000e-01 8.837000e-03 1.880000e-01 
3.981000e-07 5.537481e+01 1.809000e-01 8.750000e-03 2.120000e-01 
3.981000e-07 5.867685e+01 1.714000e-01 8.606000e-03 2.380000e-01 
3.981000e-07 6.214747e+01 1.625000e-01 8.189000e-03 2.680000e-01 
3.981000e-07 6.580902e+01 1.681000e-01 8.445000e-03 3.010000e-01 
3.981000e-07 6.973239e+01 1.585000e-01 8.634000e-03 3.360000e-01 
3.981000e-07 7.384407e+01 1.498000e-01 8.461000e-03 3.750000e-01 
3.981000e-07 7.822347e+01 1.418000e-01 8.164000e-03 4.170000e-01 
3.981000e-07 8.287713e+01 1.339000e-01 7.801000e-03 4.610000e-01 
3.981000e-07 8.774536e+01 1.261000e-01 7.320000e-03 5.070000e-01 
3.981000e-07 9.294167e+01 1.244000e-01 6.832000e-03 5.550000e-01 
3.981000e-07 9.847831e+01 1.214000e-01 6.826000e-03 6.010000e-01 
3.981000e-07 1.042760e+02 1.133000e-01 6.582000e-03 6.450000e-01 
3.981000e-07 1.105028e+02 1.051000e-01 5.807000e-03 6.850000e-01 
3.981000e-07 1.170767e+02 1.264000e-01 5.717000e-03 7.210000e-01 
3.981000e-07 1.239842e+02 1.176000e-01 6.655000e-03 7.470000e-01 
3.981000e-07 1.313253e+02 1.087000e-01 6.654000e-03 7.680000e-01 
3.981000e-07 1.391049e+02 1.001000e-01 6.433000e-03 7.850000e-01 
3.981000e-07 1.473546e+02 9.187000e-02 6.122000e-03 7.970000e-01 
3.981000e-07 1.560924e+02 8.405000e-02 5.745000e-03 8.090000e-01 
3.981000e-07 1.653343e+02 7.674000e-02 5.203000e-03 8.230000e-01 
3.981000e-07 1.751437e+02 7.621000e-02 5.229000e-03 8.390000e-01 
3.981000e-07 1.855218e+02 6.940000e-02 4.959000e-03 8.560000e-01 
3.981000e-07 1.964884e+02 6.303000e-02 4.629000e-03 8.720000e-01 
3.981000e-07 2.081319e+02 5.719000e-02 4.295000e-03 8.850000e-01 
3.981000e-07 2.204947e+02 5.164000e-02 3.963000e-03 8.940000e-01 
3.981000e-07 2.335359e+02 4.659000e-02 3.640000e-03 9.010000e-01 
3.981000e-07 2.473747e+02 4.199000e-02 3.329000e-03 9.090000e-01 
3.981000e-07 2.620122e+02 3.776000e-02 3.032000e-03 9.180000e-01 
3.981000e-07 2.775558e+02 3.388000e-02 2.748000e-03 9.270000e-01 
3.981000e-07 2.940104e+02 3.033000e-02 2.483000e-03 9.340000e-01 
3.981000e-07 3.114398e+02 2.710000e-02 2.239000e-03 9.390000e-01 
3.981000e-07 3.299207e+02 2.416000e-02 2.009000e-03 9.430000e-01 
3.981000e-07 3.494481e+02 2.148000e-02 1.793000e-03 9.490000e-01 
3.981000e-07 3.701021e+02 1.905000e-02 1.593000e-03 9.540000e-01 
3.981000e-07 3.921069e+02 1.687000e-02 1.410000e-03 9.580000e-01 
3.981000e-07 4.153574e+02 1.494000e-02 1.244000e-03 9.620000e-01 
3.981000e-07 4.399723e+02 1.313000e-02 1.078000e-03 9.660000e-01 
3.981000e-07 4.659308e+02 1.146000e-02 9.210000e-04 9.690000e-01 
3.981000e-07 4.935676e+02 1.004000e-02 7.503000e-04 9.710000e-01 
3.981000e-07 5.229194e+02 8.784000e-03 4.426000e-04 9.740000e-01 
3.981000e-07 5.537481e+02 2.071000e-02 6.360000e-04 9.760000e-01 
3.981000e-07 5.867685e+02 1.850000e-02 6.511000e-04 9.790000e-01 
3.981000e-07 6.214747e+02 1.641000e-02 6.227000e-04 9.810000e-01 
3.981000e-07 6.580902e+02 1.447000e-02 5.585000e-04 9.820000e-01 
3.981000e-07 6.973239e+02 1.270000e-02 4.770000e-04 9.840000e-01 
3.981000e-07 7.384407e+02 1.110000e-02 2.954000e-04 9.860000e-01 
3.981000e-07 7.822347e+02 1.772000e-02 4.624000e-04 9.870000e-01 
3.981000e-07 8.287713e+02 1.551000e-02 4.312000e-04 9.880000e-01 
3.981000e-07 8.774536e+02 1.506000e-02 4.404000e-04 9.890000e-01 
3.981000e-07 9.294167e+02 1.320000e-02 4.155000e-04 9.900000e-01 
3.981000e-07 9.847831e+02 1.154000e-02 3.822000e-04 9.910000e-01 
3.981000e-07 1.042760e+03 1.006000e-02 3.488000e-04 9.920000e-01 
3.981000e-07 1.105028e+03 8.708000e-03 3.149000e-04 9.930000e-01 
3.981000e-07 1.170767e+03 7.521000e-03 2.816000e-04 9.930000e-01 
3.981000e-07 1.239842e+03 6.467000e-03 2.464000e-04 9.940000e-01 

6.310000e-07 1.239842e-03 8.647000e-07 4.010000e-18 0.000000e+00 
6.310000e-07 1.313253e-03 9.703000e-07 5.048000e-18 0.000000e+00 
6.310000e-07 1.391049e-03 1.089000e-06 6.355000e-18 0.000000e+00 
6.310000e-07 1.473546e-03 1.222000e-06 8.000000e-18 0.000000e+00 
6.310000e-07 1.560924e-03 1.371000e-06 1.007000e-17 0.000000e+00 
6.310000e-07 1.653343e-03 1.539000e-06 1.268000e-17 0.000000e+00 
6.310000e-07 1.751437e-03 1.726000e-06 1.596000e-17 0.000000e+00 
6.310000e-07 1.855218e-03 1.937000e-06 2.010000e-17 0.000000e+00 
6.310000e-07 1.964884e-03 2.174000e-06 2.530000e-17 0.000000e+00 
6.310000e-07 2.081319e-03 2.439000e-06 3.185000e-17 0.000000e+00 
6.310000e-07 2.204947e-03 2.737000e-06 4.010000e-17 0.000000e+00 
6.310000e-07 2.335359e-03 3.072000e-06 5.049000e-17 0.000000e+00 
6.310000e-07 2.473747e-03 3.447000e-06 6.357000e-17 0.000000e+00 
6.310000e-07 2.620122e-03 3.869000e-06 8.003000e-17 0.000000e+00 
6.310000e-07 2.775558e-03 4.343000e-06 1.007000e-16 0.000000e+00 
6.310000e-07 2.940104e-03 4.875000e-06 1.268000e-16 0.000000e+00 
6.310000e-07 3.114398e-03 5.471000e-06 1.597000e-16 0.000000e+00 
6.310000e-07 3.299207e-03 6.141000e-06 2.011000e-16 0.000000e+00 
6.310000e-07 3.494481e-03 6.892000e-06 2.532000e-16 0.000000e+00 
6.310000e-07 3.701021e-03 7.739000e-06 3.187000e-16 0.000000e+00 
6.310000e-07 3.921069e-03 8.689000e-06 4.012000e-16 0.000000e+00 
6.310000e-07 4.153574e-03 9.757000e-06 5.052000e-16 0.000000e+00 
6.310000e-07 4.399723e-03 1.095000e-05 6.361000e-16 0.000000e+00 
6.310000e-07 4.659308e-03 1.230000e-05 8.009000e-16 0.000000e+00 
6.310000e-07 4.935676e-03 1.381000e-05 1.009000e-15 0.000000e+00 
6.310000e-07 5.229194e-03 1.552000e-05 1.270000e-15 0.000000e+00 
6.310000e-07 5.537481e-03 1.743000e-05 1.599000e-15 0.000000e+00 
6.310000e-07 5.867685e-03 1.959000e-05 2.013000e-15 0.000000e+00 
6.310000e-07 6.214747e-03 2.201000e-05 2.535000e-15 0.000000e+00 
6.310000e-07 6.580902e-03 2.473000e-05 3.192000e-15 0.000000e+00 
6.310000e-07 6.973239e-03 2.779000e-05 4.019000e-15 0.000000e+00 
6.310000e-07 7.384407e-03 3.124000e-05 5.061000e-15 0.000000e+00 
6.310000e-07 7.822347e-03 3.514000e-05 6.374000e-15 0.000000e+00 
6.310000e-07 8.287713e-03 3.952000e-05 8.027000e-15 0.000000e+00 
6.310000e-07 8.774536e-03 4.447000e-05 1.011000e-14 0.000000e+00 
6.310000e-07 9.294167e-03 5.005000e-05 1.273000e-14 0.000000e+00 
6.310000e-07 9.847831e-03 5.634000e-05 1.604000e-14 0.000000e+00 
6.310000e-07 1.042760e-02 6.344000e-05 2.020000e-14 0.000000e+00 
6.310000e-07 1.105028e-02 7.145000e-05 2.545000e-14 0.000000e+00 
6.310000e-07 1.170767e-02 8.054000e-05 3.205000e-14 0.000000e+00 
6.310000e-07 1.239842e-02 9.082000e-05 4.037000e-14 0.000000e+00 
6.310000e-07 1.313253e-02 1.025000e-04 5.085000e-14 0.000000e+00 
6.310000e-07 1.391049e-02 1.157000e-04 6.405000e-14 0.000000e+00 
6.310000e-07 1.473546e-02 1.306000e-04 8.067000e-14 0.000000e+00 
6.310000e-07 1.560924e-02 1.476000e-04 1.016000e-13 0.000000e+00 
6.310000e-07 1.653343e-02 1.667000e-04 1.280000e-13 0.000000e+00 
6.310000e-07 1.751437e-02 1.885000e-04 1.612000e-13 0.000000e+00 
6.310000e-07 1.855218e-02 2.133000e-04 2.029000e-13 0.000000e+00 
6.310000e-07 1.964884e-02 2.413000e-04 2.554000e-13 0.000000e+00 
6.310000e-07 2.081319e-02 2.729000e-04 3.213000e-13 0.000000e+00 
6.310000e-07 2.204947e-02 3.088000e-04 4.041000e-13 0.000000e+00 
6.310000e-07 2.335359e-02 3.491000e-04 5.080000e-13 0.000000e+00 
6.310000e-07 2.473747e-02 3.944000e-04 6.383000e-13 0.000000e+00 
6.310000e-07 2.620122e-02 4.454000e-04 8.015000e-13 0.000000e+00 
6.310000e-07 2.775558e-02 5.026000e-04 1.006000e-12 0.000000e+00 
6.310000e-07 2.940104e-02 5.670000e-04 1.262000e-12 0.000000e+00 
6.310000e-07 3.114398e-02 6.381000e-04 1.578000e-12 0.000000e+00 
6.310000e-07 3.299207e-02 7.167000e-04 1.973000e-12 3.640000e-07 
6.310000e-07 3.494481e-02 8.007000e-04 2.474000e-12 3.950000e-07 
6.310000e-07 3.701021e-02 8.963000e-04 3.101000e-12 4.280000e-07 
6.310000e-07 3.921069e-02 1.010000e-03 3.885000e-12 4.600000e-07 
6.310000e-07 4.153574e-02 1.140000e-03 4.859000e-12 4.940000e-07 
6.310000e-07 4.399723e-02 1.286000e-03 6.055000e-12 5.300000e-07 
6.310000e-07 4.659308e-02 1.453000e-03 7.547000e-12 5.670000e-07 
6.310000e-07 4.935676e-02 1.647000e-03 9.417000e-12 6.050000e-07 
6.310000e-07 5.229194e-02 1.862000e-03 1.164000e-11 6.460000e-07 
6.310000e-07 5.537481e-02 2.114000e-03 1.438000e-11 6.890000e-07 
6.310000e-07 5.867685e-02 2.405000e-03 1.753000e-11 7.330000e-07 
6.310000e-07 6.214747e-02 2.753000e-03 2.113000e-11 7.780000e-07 
6.310000e-07 6.580902e-02 3.061000e-03 2.362000e-11 8.370000e-07 
6.310000e-07 6.973239e-02 3.073000e-03 2.426000e-11 9.440000e-07 
6.310000e-07 7.384407e-02 2.797000e-03 2.454000e-11 1.100000e-06 
6.310000e-07 7.822347e-02 2.392000e-03 2.672000e-11 1.300000e-06 
6.310000e-07 8.287713e-02 2.028000e-03 3.317000e-11 1.550000e-06 
6.310000e-07 8.774536e-02 1.827000e-03 4.761000e-11 1.880000e-06 
6.310000e-07 9.294167e-02 2.182000e-03 7.339000e-11 2.200000e-06 
6.310000e-07 9.847831e-02 2.882000e-03 1.057000e-10 2.380000e-06 
6.310000e-07 1.042760e-01 3.829000e-03 1.459000e-10 2.430000e-06 
6.310000e-07 1.105028e-01 4.978000e-03 1.932000e-10 2.420000e-06 
6.310000e-07 1.170767e-01 6.574000e-03 2.551000e-10 2.350000e-06 
6.310000e-07 1.239842e-01 7.980000e-03 2.845000e-10 2.410000e-06 
6.310000e-07 1.313253e-01 8.910000e-03 2.865000e-10 2.570000e-06 
6.310000e-07 1.391049e-01 6.628000e-03 1.529000e-10 3.020000e-06 
6.310000e-07 1.473546e-01 4.282000e-03 7.656000e-11 3.590000e-06 
6.310000e-07 1.560924e-01 1.988000e-03 3.792000e-11 4.240000e-06 
6.310000e-07 1.653343e-01 8.827000e-04 8.104000e-11 5.070000e-06 
6.310000e-07 1.751437e-01 6.943000e-04 1.619000e-10 5.950000e-06 
6.310000e-07 1.855218e-01 6.872000e-04 2.555000e-10 6.860000e-06 
6.310000e-07 1.964884e-01 6.828000e-04 3.679000e-10 7.840000e-06 
6.310000e-07 2.081319e-01 6.670000e-04 5.089000e-10 8.920000e-06 
6.310000e-07 2.204947e-01 6.560000e-04 6.881000e-10 1.010000e-05 
6.310000e-07 2.335359e-01 6.553000e-04 9.164000e-10 1.150000e-05 
6.310000e-07 2.473747e-01 6.637000e-04 1.207000e-09 1.300000e-05 
6.310000e-07 2.620122e-01 6.800000e-04 1.575000e-09 1.470000e-05 
6.310000e-07 2.775558e-01 7.016000e-04 2.041000e-09 1.650000e-05 
6.310000e-07 2.940104e-01 7.278000e-04 2.630000e-09 1.860000e-05 
6.310000e-07 3.114398e-01 7.542000e-04 3.373000e-09 2.100000e-05 
6.310000e-07 3.299207e-01 7.806000e-04 4.313000e-09 2.360000e-05 
6.310000e-07 3.494481e-01 8.089000e-04 5.498000e-09 2.660000e-05 
6.310000e-07 3.701021e-01 8.377000e-04 6.992000e-09 2.990000e-05 
6.310000e-07 3.921069e-01 8.636000e-04 8.879000e-09 3.360000e-05 
6.310000e-07 4.153574e-01 8.927000e-04 1.127000e-08 3.770000e-05 
6.310000e-07 4.399723e-01 9.251000e-04 1.428000e-08 4.240000e-05 
6.310000e-07 4.659308e-01 9.599000e-04 1.808000e-08 4.760000e-05 
6.310000e-07 4.935676e-01 9.976000e-04 2.287000e-08 5.350000e-05 
6.310000e-07 5.229194e-01 1.039000e-03 2.891000e-08 6.010000e-05 
6.310000e-07 5.537481e-01 1.082000e-03 3.652000e-08 6.750000e-05 
6.310000e-07 5.867685e-01 1.129000e-03 4.609000e-08 7.580000e-05 
6.310000e-07 6.214747e-01 1.179000e-03 5.815000e-08 8.500000e-05 
6.310000e-07 6.580902e-01 1.231000e-03 7.336000e-08 9.550000e-05 
6.310000e-07 6.973239e-01 1.288000e-03 9.251000e-08 1.070000e-04 
6.310000e-07 7.384407e-01 1.351000e-03 1.166000e-07 1.200000e-04 
6.310000e-07 7.822347e-01 1.420000e-03 1.469000e-07 1.350000e-04 
6.310000e-07 8.287713e-01 1.491000e-03 1.850000e-07 1.510000e-04 
6.310000e-07 8.774536e-01 1.567000e-03 2.330000e-07 1.700000e-04 
6.310000e-07 9.294167e-01 1.646000e-03 2.934000e-07 1.910000e-04 
6.310000e-07 9.847831e-01 1.730000e-03 3.695000e-07 2.140000e-04 
6.310000e-07 1.042760e+00 1.824000e-03 4.654000e-07 2.400000e-04 
6.310000e-07 1.105028e+00 1.925000e-03 5.861000e-07 2.690000e-04 
6.310000e-07 1.170767e+00 2.031000e-03 7.380000e-07 3.020000e-04 
6.310000e-07 1.239842e+00 2.144000e-03 9.290000e-07 3.390000e-04 
6.310000e-07 1.313253e+00 2.265000e-03 1.169000e-06 3.800000e-04 
6.310000e-07 1.391049e+00 2.392000e-03 1.472000e-06 4.270000e-04 
6.310000e-07 1.473546e+00 2.526000e-03 1.854000e-06 4.790000e-04 
6.310000e-07 1.560924e+00 2.667000e-03 2.336000e-06 5.370000e-04 
6.310000e-07 1.653343e+00 2.816000e-03 2.943000e-06 6.030000e-04 
6.310000e-07 1.751437e+00 2.972000e-03 3.710000e-06 6.770000e-04 
6.310000e-07 1.855218e+00 3.137000e-03 4.675000e-06 7.600000e-04 
6.310000e-07 1.964884e+00 3.314000e-03 5.896000e-06 8.530000e-04 
6.310000e-07 2.081319e+00 3.500000e-03 7.441000e-06 9.570000e-04 
6.310000e-07 2.204947e+00 3.697000e-03 9.394000e-06 1.070000e-03 
6.310000e-07 2.335359e+00 3.906000e-03 1.187000e-05 1.210000e-03 
6.310000e-07 2.473747e+00 4.126000e-03 1.500000e-05 1.350000e-03 
6.310000e-07 2.620122e+00 4.357000e-03 1.897000e-05 1.520000e-03 
6.310000e-07 2.775558e+00 4.601000e-03 2.401000e-05 1.710000e-03 
6.310000e-07 2.940104e+00 4.856000e-03 3.045000e-05 1.920000e-03 
6.310000e-07 3.114398e+00 5.123000e-03 3.863000e-05 2.160000e-03 
6.310000e-07 3.299207e+00 5.393000e-03 4.910000e-05 2.430000e-03 
6.310000e-07 3.494481e+00 5.676000e-03 6.252000e-05 2.730000e-03 
6.310000e-07 3.701021e+00 5.967000e-03 7.977000e-05 3.070000e-03 
6.310000e-07 3.921069e+00 6.264000e-03 1.020000e-04 3.460000e-03 
6.310000e-07 4.153574e+00 6.564000e-03 1.308000e-04 3.890000e-03 
6.310000e-07 4.399723e+00 6.864000e-03 1.684000e-04 4.390000e-03 
6.310000e-07 4.659308e+00 7.155000e-03 2.178000e-04 4.960000e-03 
6.310000e-07 4.935676e+00 7.428000e-03 2.832000e-04 5.600000e-03 
6.310000e-07 5.229194e+00 7.326000e-03 3.715000e-04 6.350000e-03 
6.310000e-07 5.537481e+00 8.056000e-03 4.954000e-04 7.230000e-03 
6.310000e-07 5.867685e+00 1.164000e-02 6.657000e-04 8.260000e-03 
6.310000e-07 6.214747e+00 1.659000e-02 8.971000e-04 9.450000e-03 
6.310000e-07 6.580902e+00 2.467000e-02 1.227000e-03 1.090000e-02 
6.310000e-07 6.973239e+00 3.843000e-02 1.688000e-03 1.250000e-02 
6.310000e-07 7.384407e+00 5.650000e-02 2.344000e-03 1.450000e-02 
6.310000e-07 7.822347e+00 8.260000e-02 3.390000e-03 1.700000e-02 
6.310000e-07 8.287713e+00 1.693000e-01 5.250000e-03 1.920000e-02 
6.310000e-07 8.774536e+00 3.003000e-01 5.879000e-03 1.720000e-02 
6.310000e-07 9.294167e+00 2.873000e-01 6.892000e-03 1.980000e-02 
6.310000e-07 9.847831e+00 3.206000e-01 8.743000e-03 2.190000e-02 
6.310000e-07 1.042760e+01 4.046000e-01 1.196000e-02 2.330000e-02 
6.310000e-07 1.105028e+01 4.724000e-01 1.520000e-02 2.490000e-02 
6.310000e-07 1.170767e+01 5.849000e-01 2.189000e-02 2.630000e-02 
6.310000e-07 1.239842e+01 7.427000e-01 2.885000e-02 2.650000e-02 
6.310000e-07 1.313253e+01 8.741000e-01 3.629000e-02 2.780000e-02 
6.310000e-07 1.391049e+01 9.603000e-01 4.066000e-02 3.020000e-02 
6.310000e-07 1.473546e+01 1.034000e+00 5.163000e-02 3.370000e-02 
6.310000e-07 1.560924e+01 1.193000e+00 6.895000e-02 3.610000e-02 
6.310000e-07 1.653343e+01 1.334000e+00 8.765000e-02 3.910000e-02 
6.310000e-07 1.751437e+01 1.364000e+00 1.005000e-01 4.400000e-02 
6.310000e-07 1.855218e+01 1.281000e+00 1.069000e-01 5.050000e-02 
6.310000e-07 1.964884e+01 1.021000e+00 9.543000e-02 5.900000e-02 
6.310000e-07 2.081319e+01 6.572000e-01 5.914000e-02 6.860000e-02 
6.310000e-07 2.204947e+01 5.526000e-01 3.883000e-02 7.920000e-02 
6.310000e-07 2.335359e+01 5.229000e-01 3.516000e-02 9.040000e-02 
6.310000e-07 2.473747e+01 5.012000e-01 3.377000e-02 1.030000e-01 
