# #Semenov dust opacities from Semenov+2003
# #Provided by Shyam Menon (2025)
# #log10(Rhogas) (g/cm^3) Tdust (K) PlanckOPacity (cm^2/g)
10,1001
-1.8000e+01 2.7250e+00 4.6939e-03
-1.8000e+01 2.7475e+00 4.8063e-03
-1.8000e+01 2.7701e+00 4.9208e-03
-1.8000e+01 2.7930e+00 5.0376e-03
-1.8000e+01 2.8160e+00 5.1566e-03
-1.8000e+01 2.8393e+00 5.2779e-03
-1.8000e+01 2.8627e+00 5.4016e-03
-1.8000e+01 2.8863e+00 5.5276e-03
-1.8000e+01 2.9101e+00 5.6560e-03
-1.8000e+01 2.9341e+00 5.7869e-03
-1.8000e+01 2.9583e+00 5.9203e-03
-1.8000e+01 2.9827e+00 6.0562e-03
-1.8000e+01 3.0074e+00 6.1947e-03
-1.8000e+01 3.0322e+00 6.3358e-03
-1.8000e+01 3.0572e+00 6.4796e-03
-1.8000e+01 3.0824e+00 6.6261e-03
-1.8000e+01 3.1078e+00 6.7754e-03
-1.8000e+01 3.1335e+00 6.9275e-03
-1.8000e+01 3.1593e+00 7.0825e-03
-1.8000e+01 3.1854e+00 7.2404e-03
-1.8000e+01 3.2117e+00 7.4012e-03
-1.8000e+01 3.2382e+00 7.5651e-03
-1.8000e+01 3.2649e+00 7.7320e-03
-1.8000e+01 3.2918e+00 7.9020e-03
-1.8000e+01 3.3190e+00 8.0752e-03
-1.8000e+01 3.3464e+00 8.2517e-03
-1.8000e+01 3.3740e+00 8.4314e-03
-1.8000e+01 3.4018e+00 8.6144e-03
-1.8000e+01 3.4299e+00 8.8008e-03
-1.8000e+01 3.4582e+00 8.9907e-03
-1.8000e+01 3.4867e+00 9.1841e-03
-1.8000e+01 3.5154e+00 9.3811e-03
-1.8000e+01 3.5445e+00 9.5817e-03
-1.8000e+01 3.5737e+00 9.7859e-03
-1.8000e+01 3.6032e+00 9.9940e-03
-1.8000e+01 3.6329e+00 1.0206e-02
